,Alert,Coordinates,CDI,Code,Detail,Depth,Magnitude,Waveform,ID,Felt,Gap,MMI,Net,NST,RMS,Place,Sig,Sources,Status,Time,Title,Tsunami,Type,TZ,Updated,URL
4012,,"[-155.0818333, 19.3601667, 7.71]",,70776121,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv70776121&format=geojson,0.04185,2.18,ml,",hv70776121,",,154.0,,hv,28.0,0.11,"16km S of Fern Acres, Hawaii",73,",hv,",reviewed,1547942474690,"M 2.2 - 16km S of Fern Acres, Hawaii",0,earthquake,-600.0,1548186307190,https://earthquake.usgs.gov/earthquakes/eventpage/hv70776121
4013,,"[-116.7943333, 33.5106667, 4.14]",,38197887,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci38197887&format=geojson,0.005306,0.56,ml,",ci38197887,",,50.0,,ci,25.0,0.11,"10km NE of Aguanga, CA",5,",ci,",reviewed,1547942312690,"M 0.6 - 10km NE of Aguanga, CA",0,earthquake,-480.0,1548191723625,https://earthquake.usgs.gov/earthquakes/eventpage/ci38197887
4014,,"[-116.7926667, 33.4955, 4.54]",,38197879,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci38197879&format=geojson,0.01801,0.56,ml,",ci38197879,",,94.0,,ci,16.0,0.05,"9km NE of Aguanga, CA",5,",ci,",reviewed,1547941902190,"M 0.6 - 9km NE of Aguanga, CA",0,earthquake,-480.0,1548170497334,https://earthquake.usgs.gov/earthquakes/eventpage/ci38197879
4015,,"[-116.7101667, 33.678, 13.9]",,38197871,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci38197871&format=geojson,0.03325,0.77,ml,",ci38197871,",,112.0,,ci,24.0,0.21,"7km S of Idyllwild, CA",9,",ci,",reviewed,1547941359830,"M 0.8 - 7km S of Idyllwild, CA",0,earthquake,-480.0,1548170516013,https://earthquake.usgs.gov/earthquakes/eventpage/ci38197871
4016,,"[-116.1891667, 33.772, 3.62]",,38197863,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci38197863&format=geojson,0.03656,1.47,ml,",ci38197863,",,63.0,,ci,45.0,0.17,"6km NNE of Indio, CA",33,",ci,",reviewed,1547940982160,"M 1.5 - 6km NNE of Indio, CA",0,earthquake,-480.0,1548188170817,https://earthquake.usgs.gov/earthquakes/eventpage/ci38197863
4017,,"[-122.4273333, 40.6261667, 22.42]",,73134256,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73134256&format=geojson,0.06134,1.95,md,",nc73134256,",,89.0,,nc,17.0,0.07,"6km ENE of Shasta, CA",58,",nc,",reviewed,1547940203120,"M 2.0 - 6km ENE of Shasta, CA",0,earthquake,-480.0,1552695032586,https://earthquake.usgs.gov/earthquakes/eventpage/nc73134256
4018,,"[-150.7221, 63.5608, 6.5]",,019vt1c7n,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak019vt1c7n&format=geojson,,1.0,ml,",ak019vt1c7n,",,,,ak,,0.84,"90km WNW of Cantwell, Alaska",15,",ak,",reviewed,1547940158933,"M 1.0 - 90km WNW of Cantwell, Alaska",0,earthquake,-540.0,1548738127273,https://earthquake.usgs.gov/earthquakes/eventpage/ak019vt1c7n
4019,,"[-149.8676, 61.42, 48]",,019vt0yg1,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak019vt0yg1&format=geojson,,1.1,ml,",ak019vt0yg1,",,,,ak,,0.5,"12km SSE of Big Lake, Alaska",19,",ak,",reviewed,1547940047742,"M 1.1 - 12km SSE of Big Lake, Alaska",0,earthquake,-540.0,1548738126559,https://earthquake.usgs.gov/earthquakes/eventpage/ak019vt0yg1
4020,,"[-122.8256683, 38.8148346, 2]",,73134251,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73134251&format=geojson,0.006559,0.9,md,",nc73134251,",,113.0,,nc,12.0,0.04,"7km NW of The Geysers, CA",12,",nc,",automatic,1547939514360,"M 0.9 - 7km NW of The Geysers, CA",0,earthquake,-480.0,1547939610619,https://earthquake.usgs.gov/earthquakes/eventpage/nc73134251
4021,,"[-67.8873, 18.0848, 115]",,2019019015,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2019019015&format=geojson,0.7816,2.74,md,",pr2019019015,us2000j6k9,",,199.0,,pr,10.0,0.37,"73km W of Puerto Real, Puerto Rico",116,",pr,us,",reviewed,1547938861460,"M 2.7 - 73km W of Puerto Real, Puerto Rico",0,earthquake,-300.0,1554500457040,https://earthquake.usgs.gov/earthquakes/eventpage/pr2019019015
4022,,"[-150.0662, 61.3793, 43.8]",,019vsk64e,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak019vsk64e&format=geojson,,1.7,ml,",ak019vsk64e,",,,,ak,,0.52,"16km SSW of Big Lake, Alaska",44,",ak,",reviewed,1547937738043,"M 1.7 - 16km SSW of Big Lake, Alaska",0,earthquake,-540.0,1548738125790,https://earthquake.usgs.gov/earthquakes/eventpage/ak019vsk64e
4023,,"[-150.0999, 61.3462, 46]",1.0,019vsig5j,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak019vsig5j&format=geojson,,1.7,ml,",ak019vsig5j,",0.0,,,ak,,0.58,"17km NW of Anchorage, Alaska",44,",ak,",reviewed,1547937254917,"M 1.7 - 17km NW of Anchorage, Alaska",0,earthquake,-540.0,1548738433270,https://earthquake.usgs.gov/earthquakes/eventpage/ak019vsig5j
4024,,"[-144.0989, 63.0706, 4.5]",2.0,019vsf3nd,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak019vsf3nd&format=geojson,,2.5,ml,",ak019vsf3nd,us2000j6gm,",1.0,,,ak,,0.64,"63km WSW of Tok, Alaska",96,",ak,us,",reviewed,1547936332684,"M 2.5 - 63km WSW of Tok, Alaska",0,earthquake,-540.0,1554500461040,https://earthquake.usgs.gov/earthquakes/eventpage/ak019vsf3nd
4025,,"[-150.0792, 61.4097, 36.6]",,019vsdygp,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak019vsdygp&format=geojson,,1.0,ml,",ak019vsdygp,",,,,ak,,0.69,"14km SSW of Big Lake, Alaska",15,",ak,",reviewed,1547935999708,"M 1.0 - 14km SSW of Big Lake, Alaska",0,earthquake,-540.0,1548738123488,https://earthquake.usgs.gov/earthquakes/eventpage/ak019vsdygp
4026,,"[-150.5321, 61.0969, 37.4]",,019vsdcj1,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak019vsdcj1&format=geojson,,1.5,ml,",ak019vsdcj1,",,,,ak,,0.65,"36km WSW of Anchorage, Alaska",35,",ak,",reviewed,1547935835326,"M 1.5 - 36km WSW of Anchorage, Alaska",0,earthquake,-540.0,1548738122759,https://earthquake.usgs.gov/earthquakes/eventpage/ak019vsdcj1
4027,,"[-74.8939, 2.5739, 10]",,2000j6gh,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j6gh&format=geojson,1.242,4.4,mb,",us2000j6gh,",,87.0,,us,,0.68,"46km ESE of Rivera, Colombia",298,",us,",reviewed,1547935416720,"M 4.4 - 46km ESE of Rivera, Colombia",0,earthquake,-300.0,1554500461040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j6gh
4028,,"[-150.1191, 61.3158, 42.3]",,019vsbesq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak019vsbesq&format=geojson,,2.2,ml,",ak019vsbesq,",,,,ak,,0.54,"16km NW of Anchorage, Alaska",74,",ak,",reviewed,1547935291546,"M 2.2 - 16km NW of Anchorage, Alaska",0,earthquake,-540.0,1548738121919,https://earthquake.usgs.gov/earthquakes/eventpage/ak019vsbesq
4029,,"[71.7088, 37.5654, 109.4]",,2000j6gf,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j6gf&format=geojson,0.052,4.1,mb,",us2000j6gf,",,64.0,,us,,0.91,"13km ENE of Shughnon, Tajikistan",259,",us,",reviewed,1547935003070,"M 4.1 - 13km ENE of Shughnon, Tajikistan",0,earthquake,300.0,1554500461040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j6gf
4030,,"[-119.8187, 38.6312, 7.2]",,00676760,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00676760&format=geojson,0.192,1.2,ml,",nn00676760,",,121.61,,nn,9.0,0.1078,"29km SSW of Gardnerville Ranchos, Nevada",22,",nn,",reviewed,1547934964208,"M 1.2 - 29km SSW of Gardnerville Ranchos, Nevada",0,earthquake,-480.0,1549238709579,https://earthquake.usgs.gov/earthquakes/eventpage/nn00676760
4031,,"[-145.1668, 69.5757, 1.4]",,019vs1bz9,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak019vs1bz9&format=geojson,,1.3,ml,",ak019vs1bz9,",,,,ak,,0.71,"85km SW of Kaktovik, Alaska",26,",ak,",reviewed,1547934868858,"M 1.3 - 85km SW of Kaktovik, Alaska",0,earthquake,-540.0,1548738146276,https://earthquake.usgs.gov/earthquakes/eventpage/ak019vs1bz9
4032,,"[-119.017, 37.6005, 2.08]",,73134246,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73134246&format=geojson,0.01273,0.31,md,",nc73134246,",,185.0,,nc,9.0,0.04,"5km SW of Mammoth Lakes, CA",1,",nc,",reviewed,1547934785940,"M 0.3 - 5km SW of Mammoth Lakes, CA",0,earthquake,-480.0,1548183962761,https://earthquake.usgs.gov/earthquakes/eventpage/nc73134246
4033,,"[-119.8212, 38.6353, 6.3]",,00675022,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00675022&format=geojson,0.188,1.4,ml,",nn00675022,",,72.9,,nn,15.0,0.1745,"28km SSW of Gardnerville Ranchos, Nevada",30,",nn,",reviewed,1547934496895,"M 1.4 - 28km SSW of Gardnerville Ranchos, Nevada",0,earthquake,-480.0,1547935436752,https://earthquake.usgs.gov/earthquakes/eventpage/nn00675022
4034,,"[-119.8188, 38.6374, 6.5]",,00676755,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00676755&format=geojson,0.187,1.4,ml,",nn00676755,",,72.72,,nn,24.0,0.2028,"28km SSW of Gardnerville Ranchos, Nevada",30,",nn,",reviewed,1547934496619,"M 1.4 - 28km SSW of Gardnerville Ranchos, Nevada",0,earthquake,-480.0,1549237969571,https://earthquake.usgs.gov/earthquakes/eventpage/nn00676755
4035,,"[-121.5826667, 36.8558333, 5.23]",2.1,73134241,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73134241&format=geojson,0.007806,2.36,md,",nc73134241,",7.0,45.0,,nc,57.0,0.08,"4km WNW of San Juan Bautista, CA",87,",nc,",reviewed,1547934106750,"M 2.4 - 4km WNW of San Juan Bautista, CA",0,earthquake,-480.0,1553300832910,https://earthquake.usgs.gov/earthquakes/eventpage/nc73134241
4036,,"[-155.2858276, 19.4039993, -0.62]",,70775911,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv70775911&format=geojson,0.01363,1.77,md,",hv70775911,",,87.0,,hv,7.0,0.1,"5km WSW of Volcano, Hawaii",48,",hv,",automatic,1547933457630,"M 1.8 - 5km WSW of Volcano, Hawaii",0,earthquake,-600.0,1547933638720,https://earthquake.usgs.gov/earthquakes/eventpage/hv70775911
4037,,"[-151.436, 60.4774, 63.3]",,019vrw7zx,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak019vrw7zx&format=geojson,,1.3,ml,",ak019vrw7zx,",,,,ak,,0.49,"10km NW of Kalifornsky, Alaska",26,",ak,",reviewed,1547933444457,"M 1.3 - 10km NW of Kalifornsky, Alaska",0,earthquake,-540.0,1547946074981,https://earthquake.usgs.gov/earthquakes/eventpage/ak019vrw7zx
4038,,"[-149.9634, 61.3038, 32.3]",,019vrw7d3,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak019vrw7d3&format=geojson,,0.9,ml,",ak019vrw7d3,",,,,ak,,0.86,"10km NNW of Anchorage, Alaska",12,",ak,",reviewed,1547933438798,"M 0.9 - 10km NNW of Anchorage, Alaska",0,earthquake,-540.0,1548738121233,https://earthquake.usgs.gov/earthquakes/eventpage/ak019vrw7d3
4039,,"[-115.6168333, 33.1525, 9.45]",,38197807,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci38197807&format=geojson,0.04389,1.29,ml,",ci38197807,",,57.0,,ci,19.0,0.15,"10km WNW of Calipatria, CA",26,",ci,",reviewed,1547933432070,"M 1.3 - 10km WNW of Calipatria, CA",0,earthquake,-480.0,1548187470976,https://earthquake.usgs.gov/earthquakes/eventpage/ci38197807
4040,,"[51.3473, 30.7592, 10]",,2000j6g7,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j6g7&format=geojson,6.918,4.2,mb,",us2000j6g7,",,75.0,,us,,0.73,"25km WNW of Yasuj, Iran",271,",us,",reviewed,1547932509770,"M 4.2 - 25km WNW of Yasuj, Iran",0,earthquake,210.0,1554500461040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j6g7
4041,,"[-122.7908325, 38.8356667, 1.6]",,73134236,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73134236&format=geojson,0.002765,0.95,md,",nc73134236,",,62.0,,nc,11.0,0.01,"6km WNW of Cobb, CA",14,",nc,",automatic,1547932380690,"M 1.0 - 6km WNW of Cobb, CA",0,earthquake,-480.0,1547935743891,https://earthquake.usgs.gov/earthquakes/eventpage/nc73134236
4042,,"[-121.761833333333, 46.8478333333333, 0.46]",,61509556,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61509556&format=geojson,,0.77,ml,",uw61509556,",,78.0,,uw,8.0,0.05,"27km NNW of Packwood, Washington",9,",uw,",reviewed,1547932350770,"M 0.8 - 27km NNW of Packwood, Washington",0,earthquake,-480.0,1548192878390,https://earthquake.usgs.gov/earthquakes/eventpage/uw61509556
4043,,"[-151.1781, 63.293, 6.2]",,019vrs5vp,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak019vrs5vp&format=geojson,,0.9,ml,",ak019vrs5vp,",,,,ak,,0.5,"112km W of Cantwell, Alaska",12,",ak,",reviewed,1547932311821,"M 0.9 - 112km W of Cantwell, Alaska",0,earthquake,-540.0,1548738120573,https://earthquake.usgs.gov/earthquakes/eventpage/ak019vrs5vp
4044,,"[-150.1201, 61.4269, 39.3]",,019vrrqoa,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak019vrrqoa&format=geojson,,0.9,ml,",ak019vrrqoa,",,,,ak,,0.51,"13km SW of Big Lake, Alaska",12,",ak,",reviewed,1547932194257,"M 0.9 - 13km SW of Big Lake, Alaska",0,earthquake,-540.0,1548738119890,https://earthquake.usgs.gov/earthquakes/eventpage/ak019vrrqoa
4045,,"[-150.0749, 61.4319, 30.8]",,019vrr9lp,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak019vrr9lp&format=geojson,,0.9,ml,",ak019vrr9lp,",,,,ak,,0.53,"11km SSW of Big Lake, Alaska",12,",ak,",reviewed,1547932075883,"M 0.9 - 11km SSW of Big Lake, Alaska",0,earthquake,-540.0,1548738119228,https://earthquake.usgs.gov/earthquakes/eventpage/ak019vrr9lp
4046,,"[-163.7001667, 54.7568333, 0.11]",,70819949,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av70819949&format=geojson,,0.73,ml,",av70819949,",,135.0,,av,4.0,0.01,"21km WSW of False Pass, Alaska",8,",av,",reviewed,1547931774540,"M 0.7 - 21km WSW of False Pass, Alaska",0,earthquake,-540.0,1557976595580,https://earthquake.usgs.gov/earthquakes/eventpage/av70819949
4047,,"[-116.7885, 33.6866667, 15.38]",,38197775,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci38197775&format=geojson,0.06661,1.16,ml,",ci38197775,",,29.0,,ci,43.0,0.22,"9km SW of Idyllwild, CA",21,",ci,",reviewed,1547931679570,"M 1.2 - 9km SW of Idyllwild, CA",0,earthquake,-480.0,1548170587310,https://earthquake.usgs.gov/earthquakes/eventpage/ci38197775
4048,,"[-116.784, 33.4935, 4.45]",,38197767,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci38197767&format=geojson,0.02326,0.75,ml,",ci38197767,",,56.0,,ci,24.0,0.13,"9km NE of Aguanga, CA",9,",ci,",reviewed,1547931373830,"M 0.8 - 9km NE of Aguanga, CA",0,earthquake,-480.0,1548279306068,https://earthquake.usgs.gov/earthquakes/eventpage/ci38197767
4049,,"[-149.6687, 61.2463, 35.2]",,019vrg3jr,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak019vrg3jr&format=geojson,,1.1,ml,",ak019vrg3jr,",,,,ak,,0.48,"12km ENE of Anchorage, Alaska",19,",ak,",reviewed,1547931322675,"M 1.1 - 12km ENE of Anchorage, Alaska",0,earthquake,-540.0,1548738118574,https://earthquake.usgs.gov/earthquakes/eventpage/ak019vrg3jr
4050,,"[-150.0868, 61.3871, 42.5]",,019vrdcqq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak019vrdcqq&format=geojson,,1.0,ml,",ak019vrdcqq,",,,,ak,,0.47,"16km SSW of Big Lake, Alaska",15,",ak,",reviewed,1547930562307,"M 1.0 - 16km SSW of Big Lake, Alaska",0,earthquake,-540.0,1548738117868,https://earthquake.usgs.gov/earthquakes/eventpage/ak019vrdcqq
4051,,"[-152.3376, 61.433, 10.2]",,019vrd2sn,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak019vrd2sn&format=geojson,,0.9,ml,",ak019vrd2sn,",,,,ak,,0.42,"100km NW of Nikiski, Alaska",12,",ak,",reviewed,1547930472119,"M 0.9 - 100km NW of Nikiski, Alaska",0,earthquake,-540.0,1549064719659,https://earthquake.usgs.gov/earthquakes/eventpage/ak019vrd2sn
4052,,"[-154.9064, 58.2683, 4.9]",,019vrco2n,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak019vrco2n&format=geojson,,0.6,ml,",ak019vrco2n,av70819944,",,,,ak,,0.8,"100km NNW of Larsen Bay, Alaska",6,",ak,av,",reviewed,1547930361580,"M 0.6 - 100km NNW of Larsen Bay, Alaska",0,earthquake,-540.0,1557976590250,https://earthquake.usgs.gov/earthquakes/eventpage/ak019vrco2n
4053,,"[123.4788, 23.1687, 10]",,2000jc0d,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000jc0d&format=geojson,1.361,4.2,mb,",us2000jc0d,",,97.0,,us,,1.16,"147km SSW of Ishigaki, Japan",271,",us,",reviewed,1547929991860,"M 4.2 - 147km SSW of Ishigaki, Japan",0,earthquake,480.0,1554500464040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000jc0d
4054,,"[-116.2456667, 33.3351667, 11.04]",,38197735,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci38197735&format=geojson,0.102,1.76,ml,",ci38197735,",,20.0,,ci,61.0,0.21,"15km NE of Borrego Springs, CA",48,",ci,",reviewed,1547929725350,"M 1.8 - 15km NE of Borrego Springs, CA",0,earthquake,-480.0,1548279218940,https://earthquake.usgs.gov/earthquakes/eventpage/ci38197735
4055,,"[-116.2438333, 33.339, 10.59]",,38197727,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci38197727&format=geojson,0.104,0.88,ml,",ci38197727,",,91.0,,ci,29.0,0.17,"15km NE of Borrego Springs, CA",12,",ci,",reviewed,1547929711720,"M 0.9 - 15km NE of Borrego Springs, CA",0,earthquake,-480.0,1548281634239,https://earthquake.usgs.gov/earthquakes/eventpage/ci38197727
4056,,"[-65.9823, 18.6091, 64]",,2019019014,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2019019014&format=geojson,0.5923,2.02,md,",pr2019019014,",,293.0,,pr,4.0,0.29,"20km NE of San Juan, Puerto Rico",63,",pr,",reviewed,1547929476960,"M 2.0 - 20km NE of San Juan, Puerto Rico",0,earthquake,-240.0,1547939195641,https://earthquake.usgs.gov/earthquakes/eventpage/pr2019019014
4057,,"[-118.3874, 38.4812, 4.3]",,00676751,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00676751&format=geojson,0.061,0.3,ml,",nn00676751,",,140.49,,nn,5.0,0.1063,"21km ESE of Hawthorne, Nevada",1,",nn,",reviewed,1547929455589,"M 0.3 - 21km ESE of Hawthorne, Nevada",0,earthquake,-480.0,1549236487438,https://earthquake.usgs.gov/earthquakes/eventpage/nn00676751
4058,,"[-118.376, 38.4904, 5.5]",,00675015,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00675015&format=geojson,0.063,0.1,ml,",nn00675015,",,148.04,,nn,5.0,0.0327,"22km E of Hawthorne, Nevada",0,",nn,",reviewed,1547929455104,"M 0.1 - 22km E of Hawthorne, Nevada",0,earthquake,-480.0,1547932110597,https://earthquake.usgs.gov/earthquakes/eventpage/nn00675015
4059,,"[-153.8046, 58.6086, 84]",,019vr8lj2,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak019vr8lj2&format=geojson,,1.8,ml,",ak019vr8lj2,",,,,ak,,0.27,"117km NW of Kodiak Station, Alaska",50,",ak,",reviewed,1547929222382,"M 1.8 - 117km NW of Kodiak Station, Alaska",0,earthquake,-540.0,1548738145589,https://earthquake.usgs.gov/earthquakes/eventpage/ak019vr8lj2
4060,,"[-149.8929, 61.8451, 36.8]",,019vr8cgh,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak019vr8cgh&format=geojson,,1.7,ml,",ak019vr8cgh,",,,,ak,,0.74,"13km NE of Willow, Alaska",44,",ak,",reviewed,1547929145103,"M 1.7 - 13km NE of Willow, Alaska",0,earthquake,-540.0,1548738115773,https://earthquake.usgs.gov/earthquakes/eventpage/ak019vr8cgh
4061,,"[-147.6143, 63.3374, 68.8]",,019vr859r,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak019vr859r&format=geojson,,0.9,ml,",ak019vr859r,",,,,ak,,0.61,"67km E of Cantwell, Alaska",12,",ak,",reviewed,1547929091679,"M 0.9 - 67km E of Cantwell, Alaska",0,earthquake,-540.0,1548738144923,https://earthquake.usgs.gov/earthquakes/eventpage/ak019vr859r
4062,,"[-118.4755, 38.4939, 3.3]",,00676750,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00676750&format=geojson,0.123,0.1,ml,",nn00676750,",,159.35,,nn,5.0,0.0518,"13km ESE of Hawthorne, Nevada",0,",nn,",reviewed,1547928829777,"M 0.1 - 13km ESE of Hawthorne, Nevada",0,earthquake,-480.0,1549236117720,https://earthquake.usgs.gov/earthquakes/eventpage/nn00676750
4063,,"[-153.65, 57.8366, 46.5]",,019vr6udi,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak019vr6udi&format=geojson,,1.2,ml,",ak019vr6udi,",,,,ak,,0.23,"38km NNE of Larsen Bay, Alaska",22,",ak,",reviewed,1547928723902,"M 1.2 - 38km NNE of Larsen Bay, Alaska",0,earthquake,-540.0,1548738144288,https://earthquake.usgs.gov/earthquakes/eventpage/ak019vr6udi
4064,,"[-115.9894, 37.0371, 8.3]",,00676749,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00676749&format=geojson,0.041,-0.3,ml,",nn00676749,",,146.28,,nn,19.0,0.1596,"70km ENE of Beatty, Nevada",0,",nn,",reviewed,1547928594320,"M -0.3 - 70km ENE of Beatty, Nevada",0,earthquake,-480.0,1549236117616,https://earthquake.usgs.gov/earthquakes/eventpage/nn00676749
4065,,"[-173.6239, -64.941, 10]",,2000jc0b,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000jc0b&format=geojson,14.252,4.7,mb,",us2000jc0b,",,81.0,,us,,0.64,Pacific-Antarctic Ridge,340,",us,",reviewed,1547928552940,M 4.7 - Pacific-Antarctic Ridge,0,earthquake,-720.0,1554500464040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000jc0b
4066,,"[-151.1534, 63.2914, 17.3]",,019vr5lz7,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak019vr5lz7&format=geojson,,0.6,ml,",ak019vr5lz7,",,,,ak,,0.74,"110km W of Cantwell, Alaska",6,",ak,",reviewed,1547928409394,"M 0.6 - 110km W of Cantwell, Alaska",0,earthquake,-540.0,1548738115158,https://earthquake.usgs.gov/earthquakes/eventpage/ak019vr5lz7
4067,,"[-149.8686, 61.5356, 40.8]",,019vr56ov,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak019vr56ov&format=geojson,,1.1,ml,",ak019vr56ov,",,,,ak,,0.48,"4km ENE of Big Lake, Alaska",19,",ak,",reviewed,1547928270905,"M 1.1 - 4km ENE of Big Lake, Alaska",0,earthquake,-540.0,1548738113774,https://earthquake.usgs.gov/earthquakes/eventpage/ak019vr56ov
4068,,"[-144.1474, 69.4636, 7.1]",,019vr4qsf,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak019vr4qsf&format=geojson,,1.9,ml,",ak019vr4qsf,",,,,ak,,0.61,"77km SSW of Kaktovik, Alaska",56,",ak,",reviewed,1547928132354,"M 1.9 - 77km SSW of Kaktovik, Alaska",0,earthquake,-540.0,1548738114486,https://earthquake.usgs.gov/earthquakes/eventpage/ak019vr4qsf
4069,,"[-144.9988, 69.5907, 6.4]",,019vqt6in,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak019vqt6in&format=geojson,,1.0,ml,",ak019vqt6in,",,,,ak,,0.37,"80km SW of Kaktovik, Alaska",15,",ak,",reviewed,1547927309433,"M 1.0 - 80km SW of Kaktovik, Alaska",0,earthquake,-540.0,1548738143656,https://earthquake.usgs.gov/earthquakes/eventpage/ak019vqt6in
4070,,"[-146.9824, 60.9471, 24.9]",,019vqn0qc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak019vqn0qc&format=geojson,,1.3,ml,",ak019vqn0qc,",,,,ak,,0.7,"39km WSW of Valdez, Alaska",26,",ak,",reviewed,1547925595088,"M 1.3 - 39km WSW of Valdez, Alaska",0,earthquake,-540.0,1548738142987,https://earthquake.usgs.gov/earthquakes/eventpage/ak019vqn0qc
